feature,abs_coef_mean,abs_coef_std
mnum:Clout,0.36531330261824824,0.37390513838620615
topic:102,0.36478634847043806,0.634586236510717
topic:25,0.3595997642131047,0.5825637656520524
topic:194,0.35585699243341606,0.4355617594606156
mnum:tentat,0.3529463248074925,0.6478763394741718
topic:165,0.35177005575822373,0.3285316661120581
topic:73,0.3484777878653655,0.4033270998745064
topic:121,0.3452463553965778,0.3747235082367295
topic:178,0.3445240641101254,0.44055690143603343
topic:2,0.3443550497422164,0.33506041362023864
topic:77,0.3406200177023627,0.35771969778085944
mnum:leisure,0.33904968822750164,0.6056211061577476
topic:105,0.33740365347641627,0.4453215462327215
topic:38,0.33683446424012387,0.39551310634290676
topic:139,0.3349250594180157,0.46035738657295344
topic:63,0.33458842184185555,0.29116280782113146
topic:65,0.33132115671280243,0.42529933267907755
mnum:cogproc,0.3301862107393186,0.4724770893817132
topic:169,0.3291277737088866,0.37019117697796755
topic:168,0.32748450396829243,0.5168532449145012
topic:129,0.32081529516190405,0.31640040922688284
topic:143,0.3187390285030004,0.29465317042634687
mnum:focuspast,0.3167636254248815,0.29302408747950565
topic:62,0.3103712916581528,0.4471203952897217
topic:96,0.3092332220874954,0.3180081068861264
topic:135,0.30547757655193075,0.37921991296441127
topic:7,0.30526969420453043,0.5867695805417378
topic:160,0.3046649522219214,0.2937063140729777
topic:189,0.30326580205875747,0.2727671328732627
bow:love,0.303120853563683,0.6777988339661547
topic:24,0.3030817546969766,0.3099054566623919
topic:49,0.301713002593043,0.3698983156773343
topic:8,0.30015541007212515,0.36582375836073644
topic:111,0.2977772646721789,0.26193655131063315
topic:22,0.29776774524548083,0.30251636321383213
mnum:prep,0.29691066300768965,0.5099108925530975
topic:104,0.29613413305563474,0.326332435632499
topic:10,0.2956367853946863,0.45765420002369334
topic:128,0.293972276257984,0.4248852270863917
mnum:assent,0.29303657042032993,0.29950259402266727
mnum:drives,0.29255388283289785,0.5660304340905223
topic:161,0.2895225506334729,0.2827955338020792
topic:64,0.28732943054871696,0.4205219018700303
topic:56,0.2853572194361239,0.4228406210860289
mnum:compare,0.2825812863913966,0.2574431848734603
topic:12,0.2813714402379234,0.38822481089472066
mnum:negate,0.27771375321155156,0.19370550510961881
topic:136,0.277245946589046,0.3725144046459491
mnum:cause,0.2763837036056469,0.3135650193358905
mnum:percept,0.2755614085747746,0.4743994876320905
bow:high,0.2753471810234137,0.6156950141812931
bow:help,0.27528438990745807,0.6155546089776334
topic:144,0.2751533099869677,0.37926361038828627
topic:88,0.27505665517170763,0.37177958212359996
bow:great,0.273014925852149,0.6104799330774698
topic:61,0.2725764081934435,0.3406508676701802
topic:31,0.2722829602335367,0.3202269325690132
bow:man,0.26941863555442136,0.6024383835049278
mnum:anx,0.2673120885041163,0.3151724004583592
topic:90,0.2598320274788849,0.3333401998331486
topic:137,0.25771671405419727,0.30302045855438736
topic:97,0.25529886866737883,0.34257347958316636
mnum:nonflu,0.25525912609217616,0.32944621078481906
topic:133,0.25424579901764754,0.3406126029165137
topic:21,0.2507899784738695,0.39189956465734244
topic:193,0.2429540244118927,0.34402014936972636
topic:45,0.24295031067391223,0.38187113374886
topic:118,0.24151888509158925,0.24280507649573152
mnum:sexual,0.2414506966829996,0.3341165928725647
mnum:differ,0.24128163888257684,0.37858755661772786
